date	Open	High	Low	Close	Volume
1630472820000	17151.1	17151.1	17145.65	17146.8	0
1630472880000	17147.05	17158.85	17144.75	17158	0
1630472940000	17158.3	17169.7	17158.3	17167.45	0
1630473000000	17168	17170.15	17166.45	17168.8	0
1630473060000	17168.7	17172	17168.7	17171.85	0
1630473120000	17171.5	17172	17166.35	17170.8	0
1630473180000	17171.05	17175.55	17170.7	17175.55	0
1630473240000	17174.95	17174.95	17171.6	17173.95	0
1630473300000	17173.75	17173.75	17168.05	17168.2	0
1630473360000	17168.3	17168.3	17160.85	17166.1	0
1630473420000	17166.35	17171.6	17165.15	17170.2	0
1630473480000	17170.45	17174.95	17168.4	17168.95	0
1630473540000	17167.85	17170.35	17166.25	17170.2	0
1630473600000	17169.8	17170.65	17165.05	17166.4	0
1630473660000	17165.6	17166.2	17161	17162.1	0
1630473720000	17162.25	17162.4	17155.5	17157.75	0
1630473780000	17157.4	17160.2	17155.8	17158.9	0
1630473840000	17159.2	17159.95	17151.85	17152	0
1630473900000	17151.7	17152	17146.25	17146.25	0
1630473960000	17146.2	17146.2	17135.55	17136.1	0
1630474020000	17135.35	17135.9	17130.45	17132.8	0
1630474080000	17133.1	17137.5	17131.05	17131.05	0
1630474140000	17129.75	17130.95	17124.85	17127.7	0
1630474200000	17128.5	17131.15	17123.45	17130.45	0
1630474260000	17130.25	17130.95	17125.85	17127.9	0
1630474320000	17127.4	17142.75	17126.6	17141.5	0
1630474380000	17142.55	17142.55	17135.95	17136.3	0
1630474440000	17137	17137	17129.45	17130.8	0
1630474500000	17129.95	17129.95	17116	17116.25	0
1630474560000	17115.95	17118.25	17105.4	17106.4	0
1630474620000	17105.35	17110.2	17101.2	17103.55	0
1630474680000	17103.95	17103.95	17098.95	17100.2	0
1630474740000	17100.9	17107.9	17100	17102.9	0
1630474800000	17103	17108.4	17095.25	17098	0
1630474860000	17098.2	17100.85	17097.1	17097.9	0
1630474920000	17098.1	17107.5	17097.6	17105.75	0
1630474980000	17104.5	17106.1	17090.35	17090.55	0
1630475040000	17090.15	17101.85	17090	17101.85	0
1630475100000	17101.6	17115.25	17100.8	17112.8	0
1630475160000	17112.5	17122.25	17112.5	17117.75	0
1630475220000	17117.35	17128	17116.8	17126.7	0
1630475280000	17126.55	17127	17118.75	17122.05	0
1630475340000	17122	17134.3	17122	17131.6	0
1630475400000	17131.85	17133.35	17127.95	17129.95	0
1630475460000	17128.65	17129.7	17124.3	17124.85	0
1630475520000	17124	17124.3	17119.05	17121.45	0
1630475580000	17120.3	17120.9	17115	17117.45	0
1630475640000	17117.15	17122.2	17116.6	17118.3	0
1630475700000	17117.45	17117.45	17108.5	17109.45	0
1630475760000	17107.8	17109.4	17100.55	17102.4	0
1630475820000	17103.6	17104.95	17100.95	17104.25	0
1630475880000	17104	17104.95	17100.4	17100.4	0
1630475940000	17100.6	17101.7	17098.6	17100.85	0
1630476000000	17099.85	17107.05	17097.05	17107.05	0
1630476060000	17106.4	17107.7	17099	17099.2	0
1630476120000	17099.35	17106.95	17099	17106.95	0
1630476180000	17106.05	17118.65	17106.05	17110.25	0
1630476240000	17109.1	17112.4	17103.3	17112.4	0
1630476300000	17111.85	17112.3	17107.5	17109.2	0
1630476360000	17109.35	17113.95	17108.05	17113.7	0
1630476420000	17113.55	17117.1	17110.7	17116.4	0
1630476480000	17115.95	17120.05	17115.2	17119.4	0
1630476540000	17118.6	17120	17116.8	17117.7	0
1630476600000	17117.95	17117.95	17108.5	17108.5	0
1630476660000	17108.8	17112.65	17106.8	17112.65	0
1630476720000	17111.85	17115.75	17108.95	17115.65	0
1630476780000	17115.15	17119.1	17114.55	17116.8	0
1630476840000	17117.1	17117.1	17109.8	17110.7	0
1630476900000	17110.1	17113.75	17109.55	17111.4	0
1630476960000	17111.1	17113.15	17110.05	17112.55	0
1630477020000	17112.2	17114.4	17110.9	17111.7	0
1630477080000	17112.35	17112.35	17107.8	17108.6	0
1630477140000	17108.55	17109.3	17101.45	17101.45	0
1630477200000	17101.85	17108.25	17100	17107.05	0
1630477260000	17107.15	17112.7	17105.7	17110	0
1630477320000	17110.3	17110.3	17104.55	17105.35	0
1630477380000	17105.85	17109.85	17104	17109.85	0
1630477440000	17109.45	17110.45	17104.65	17104.65	0
1630477500000	17105.1	17106.45	17103.7	17105.6	0
1630477560000	17106.05	17108.6	17105.4	17107.6	0
1630477620000	17107.9	17111.8	17096.35	17097.45	0
1630477680000	17098.7	17099.5	17094.7	17097	0
1630477740000	17097.25	17098.25	17085.75	17086.35	0
1630477800000	17086.2	17093.15	17085.1	17088.35	0
1630477860000	17087.85	17095	17087.75	17095	0
1630477920000	17095.55	17100.3	17093.25	17100.25	0
1630477980000	17100.45	17105	17100.4	17100.95	0
1630478040000	17100.9	17105.25	17099.45	17103.95	0
1630478100000	17103.4	17109.75	17102.75	17108.55	0
1630478160000	17107.75	17114.85	17107.35	17110.6	0
1630478220000	17110.55	17110.75	17101.3	17102.9	0
1630478280000	17101.7	17105.45	17100.2	17103.85	0
1630478340000	17105.15	17105.3	17100.2	17100.6	0
1630478400000	17100.95	17103.05	17095.35	17097.2	0
1630478460000	17096.75	17097.7	17088.9	17095.8	0
1630478520000	17095.4	17101.5	17095.35	17101.5	0
1630478580000	17101.6	17103.55	17100.1	17102.6	0
1630478640000	17103.2	17103.4	17097.75	17099.9	0
1630478700000	17100	17101.25	17096.7	17100.05	0
1630478760000	17099.55	17102.4	17097.95	17097.95	0
1630478820000	17097.1	17097.35	17092.6	17093.85	0
1630478880000	17094.65	17095.75	17087.7	17089.45	0
1630478940000	17089.8	17090.15	17084.15	17085	0
1630479000000	17085.05	17085.5	17078.8	17079.25	0
1630479060000	17079.85	17086.8	17079.8	17084.95	0
1630479120000	17084.85	17085.5	17081.5	17081.85	0
1630479180000	17081	17082.1	17075.55	17079.85	0
1630479240000	17079.5	17087.65	17079.15	17086.3	0
1630479300000	17085.9	17086.9	17082.85	17084.05	0
1630479360000	17083.8	17087.15	17083.3	17083.85	0
1630479420000	17083.65	17085.1	17082.35	17083.1	0
1630479480000	17083.55	17083.55	17081.1	17082	0
1630479540000	17082.4	17087.5	17081.65	17087.3	0
1630479600000	17087.25	17094.95	17086.8	17093.15	0
1630479660000	17093.8	17099.75	17093.8	17096.5	0
1630479720000	17095.85	17098.05	17094.85	17096	0
1630479780000	17096.1	17101.85	17096	17099.1	0
1630479840000	17099.45	17100.2	17096.4	17097.4	0
1630479900000	17096.9	17098.35	17096.6	17097.5	0
1630479960000	17097.65	17100.4	17097.6	17098.5	0
1630480020000	17098.55	17099	17092.1	17092.5	0
1630480080000	17092.15	17094.45	17091.2	17092.5	0
1630480140000	17092.4	17092.95	17090.75	17091.9	0
1630480200000	17091.4	17092.9	17090.2	17090.95	0
1630480260000	17090.8	17092.15	17087.3	17087.45	0
1630480320000	17087.25	17087.25	17082.7	17083.6	0
1630480380000	17083.85	17084.4	17078.5	17078.6	0
1630480440000	17078.9	17088.65	17078.45	17088.65	0
1630480500000	17089.5	17099.5	17089.5	17098.65	0
1630480560000	17099.05	17112.8	17096.5	17111.45	0
1630480620000	17111.85	17111.95	17108.95	17108.95	0
1630480680000	17108.3	17110.25	17105.35	17105.8	0
1630480740000	17106.35	17112.15	17102.55	17112.15	0
1630480800000	17112	17117.95	17110.8	17117.95	0
1630480860000	17116.85	17120.35	17115.5	17120.3	0
1630480920000	17119.55	17121.85	17116.55	17119.75	0
1630480980000	17119.1	17120.05	17116.85	17120.05	0
1630481040000	17119.55	17120	17116.85	17119	0
1630481100000	17119.3	17120	17115.35	17119	0
1630481160000	17118.7	17120.35	17113.95	17120.35	0
1630481220000	17119.65	17121	17117.8	17119.45	0
1630481280000	17119.35	17123.25	17118	17123.25	0
1630481340000	17122.85	17131.2	17122.85	17131.2	0
1630481400000	17130.9	17133.2	17127.65	17130.7	0
1630481460000	17129.8	17135.45	17128.75	17135.45	0
1630481520000	17133.95	17138.2	17133.7	17137	0
1630481580000	17137.35	17137.35	17132	17132	0
1630481640000	17132.5	17133.75	17125.55	17126.05	0
1630481700000	17126.15	17127.95	17121.65	17127.3	0
1630481760000	17127	17127	17120.4	17120.6	0
1630481820000	17120.65	17122.7	17119.6	17121.3	0
1630481880000	17121.9	17124.45	17119.15	17122.9	0
1630481940000	17123.65	17130.1	17123.2	17129.3	0
1630482000000	17129.15	17129.4	17121.15	17122.95	0
1630482060000	17123.3	17124.75	17119.55	17123	0
1630482120000	17121.95	17122.6	17115.7	17116.3	0
1630482180000	17116.55	17119.45	17114.35	17118.65	0
1630482240000	17118.1	17118.55	17113.1	17115.7	0
1630482300000	17116	17116.3	17112.05	17116.05	0
1630482360000	17115.65	17122.8	17114.85	17122.8	0
1630482420000	17123.05	17124.6	17120.75	17123.3	0
1630482480000	17122.35	17122.5	17114.9	17120.5	0
1630482540000	17120.35	17121.6	17117.7	17121.25	0
1630482600000	17121.35	17124.3	17118.1	17124.15	0
1630482660000	17124.25	17124.45	17121.95	17122.4	0
1630482720000	17122.8	17125.2	17120.45	17124.8	0
1630482780000	17125	17125.7	17119.95	17121.1	0
1630482840000	17120.9	17120.9	17103.95	17104.25	0
1630482900000	17103.55	17104.1	17096.45	17100.6	0
1630482960000	17100.05	17104	17097.85	17103.55	0
1630483020000	17104.5	17105.75	17102	17104.35	0
1630483080000	17104.9	17110.85	17102.95	17107.25	0
1630483140000	17107.75	17108.65	17105.4	17108.2	0
1630483200000	17108.05	17109.05	17106.25	17107.1	0
1630483260000	17107.55	17109.9	17103.75	17109.8	0
1630483320000	17109.65	17113.35	17109.2	17111.3	0
1630483380000	17110.9	17111.2	17106.95	17108.85	0
1630483440000	17108.6	17110.55	17105.8	17107.95	0
1630483500000	17108.25	17109.9	17102.95	17108.8	0
1630483560000	17109.25	17111.2	17107.15	17107.7	0
1630483620000	17107.6	17110.35	17105.35	17109.9	0
1630483680000	17110.3	17110.35	17105.45	17107.55	0
1630483740000	17107.95	17110.2	17107.45	17110	0
1630483800000	17109.7	17116.1	17107.3	17114.85	0
1630483860000	17115.2	17121.4	17115.2	17119.9	0
1630483920000	17119.95	17127.85	17119.35	17125.4	0
1630483980000	17123.75	17124.15	17120.55	17120.7	0
1630484040000	17121.05	17121.1	17117.85	17119.45	0
1630484100000	17119.5	17119.5	17116.1	17118.1	0
1630484160000	17118.5	17119.95	17117.3	17118.75	0
1630484220000	17118.9	17122.15	17118.15	17120	0
1630484280000	17120.05	17125.8	17119.55	17121.7	0
1630484340000	17122.7	17125.95	17121.05	17125.55	0
1630484400000	17125.3	17125.95	17120.2	17121.45	0
1630484460000	17121.05	17126.85	17121.05	17124.75	0
1630484520000	17125	17126.45	17121.6	17123.3	0
1630484580000	17122.75	17124.1	17121.85	17122.55	0
1630484640000	17123.15	17128.65	17122.05	17128.65	0
1630484700000	17128.4	17135.65	17128.15	17135.65	0
1630484760000	17135.35	17140.6	17133.9	17136.25	0
1630484820000	17136.7	17137.45	17131.05	17133.9	0
1630484880000	17134.6	17140.5	17132.6	17139.8	0
1630484940000	17138.5	17147.35	17137.65	17144.8	0
1630485000000	17144.45	17146.85	17139.9	17144.65	0
1630485060000	17143.4	17144.25	17139.4	17140.4	0
1630485120000	17140.05	17141.2	17137.95	17139.95	0
1630485180000	17139.5	17142	17138.3	17142	0
1630485240000	17141.75	17142.1	17133.75	17134.15	0
1630485300000	17133.4	17135	17130.05	17133.35	0
1630485360000	17133.95	17134.5	17129.25	17131.4	0
1630485420000	17131.8	17134.6	17130.8	17134.2	0
1630485480000	17134.7	17135.2	17132.35	17133.65	0
1630485540000	17133.55	17134.9	17132.15	17134.35	0
1630485600000	17133.65	17136.2	17130.7	17135	0
1630485660000	17135.3	17137.65	17134.35	17137	0
1630485720000	17136.95	17139.1	17136.3	17137.05	0
1630485780000	17136.95	17137.25	17132.8	17133.9	0
1630485840000	17133.85	17134.45	17121.3	17122.8	0
1630485900000	17122.2	17122.55	17112.55	17118.4	0
1630485960000	17118.9	17122.85	17116.6	17122.8	0
1630486020000	17122.1	17125.45	17120.4	17124.6	0
1630486080000	17124.35	17124.4	17120.95	17121.55	0
1630486140000	17121.8	17123.25	17118.6	17122.8	0
1630486200000	17122.25	17125.85	17121.7	17121.7	0
1630486260000	17122.15	17122.15	17118.35	17121.55	0
1630486320000	17121.8	17123.95	17119.3	17122.9	0
1630486380000	17123.2	17123.4	17117.7	17121.9	0
1630486440000	17121.85	17124	17120	17122.1	0
1630486500000	17121.9	17127.75	17121.7	17127.3	0
1630486560000	17126	17130.85	17125.35	17129.15	0
1630486620000	17130.4	17132.1	17126.35	17128.65	0
1630486680000	17128.15	17128.65	17123.2	17124.35	0
1630486740000	17124.75	17126.75	17122.3	17123.65	0
1630486800000	17123.5	17124.85	17118.85	17120.05	0
1630486860000	17119.85	17126.65	17117.55	17124.9	0
1630486920000	17125.2	17127.3	17123.55	17125.95	0
1630486980000	17126.85	17127.55	17118.65	17118.7	0
1630487040000	17118.55	17121.2	17106.6	17107.2	0
1630487100000	17107.55	17108.8	17100.85	17107.2	0
1630487160000	17107.3	17108.9	17104.25	17105	0
1630487220000	17105.45	17111.15	17105.4	17110.75	0
1630487280000	17111.1	17111.1	17105.85	17108.6	0
1630487340000	17108.55	17108.55	17098.3	17100.15	0
1630487400000	17100.25	17105.55	17098.05	17103.55	0
1630487460000	17104.7	17109.05	17102.9	17108.2	0
1630487520000	17108.35	17111.65	17105.4	17106.5	0
1630487580000	17107.4	17107.4	17102.05	17103.85	0
1630487640000	17103.25	17104.55	17101.9	17103.35	0
1630487700000	17103.2	17109.5	17102.3	17109.05	0
1630487760000	17109	17112.95	17108.05	17111.35	0
1630487820000	17112.65	17113.2	17107.75	17109.05	0
1630487880000	17108.85	17109.6	17099.35	17100.25	0
1630487940000	17100.9	17101.75	17092.6	17094.55	0
1630488000000	17094.2	17099.6	17093.65	17097.65	0
1630488060000	17098.05	17104.9	17098.05	17098.3	0
1630488120000	17098.6	17099.65	17091.6	17092.95	0
1630488180000	17093.85	17096.75	17090.25	17091.2	0
1630488240000	17090.65	17091.2	17084.9	17087.8	0
1630488300000	17088.45	17093.9	17088.45	17091.8	0
1630488360000	17091.95	17091.95	17086.55	17088.75	0
1630488420000	17090.4	17094.6	17089.4	17093.4	0
1630488480000	17093.45	17098.15	17093.1	17094.4	0
1630488540000	17095.05	17095.05	17091	17093.35	0
1630488600000	17093.1	17098.7	17093.1	17095.55	0
1630488660000	17096.75	17106.15	17096.75	17104.95	0
1630488720000	17106.2	17111.75	17106.2	17108.45	0
1630488780000	17108	17111.8	17106.7	17110.35	0
1630488840000	17110.8	17111	17106.8	17107.3	0
1630488900000	17107.35	17110.1	17101.4	17101.4	0
1630488960000	17100.85	17101.55	17090.85	17094.95	0
1630489020000	17095.4	17099.6	17094.5	17094.5	0
1630489080000	17096.35	17097.5	17092.9	17095.85	0
1630489140000	17095.1	17095.75	17087.25	17087.25	0
1630489200000	17087.05	17087.4	17077.95	17077.95	0
1630489260000	17078.2	17080.8	17074.45	17076.8	0
1630489320000	17075.5	17078.9	17071.5	17072.8	0
1630489380000	17073	17077.65	17073	17074	0
1630489440000	17074.15	17075.85	17071.15	17073.1	0
1630489500000	17073.3	17073.3	17065.8	17068.7	0
1630489560000	17068.5	17068.9	17063.55	17067.3	0
1630489620000	17068.75	17073.9	17067.8	17071.4	0
1630489680000	17070.9	17074	17069.65	17069.7	0
1630489740000	17069.85	17072.5	17066.65	17067.4	0
1630489800000	17067.7	17069.6	17063	17065.75	0
1630489860000	17065.6	17070.35	17065.35	17069.6	0
1630489920000	17069.4	17070.65	17056.15	17063.6	0
1630489980000	17063.25	17064.95	17061.2	17063.05	0
1630490040000	17063	17066.4	17060.5	17061.5	0
1630490100000	17060.05	17064.15	17058.85	17058.85	0
1630490160000	17059.2	17062.9	17058.15	17062.25	0
1630490220000	17063.2	17067.7	17060.5	17067.3	0
1630490280000	17066.75	17067.55	17063.65	17063.65	0
1630490340000	17064	17064.8	17055.05	17056.75	0
1630490400000	17058.05	17060.35	17056.3	17058.75	0
1630490460000	17058.5	17058.5	17058.5	17058.5	0
1630490520000	17076.25	17076.25	17076.25	17076.25	0
1630553880000	17095.4	17095.4	17095.4	17095.4	0
1630554360000	17102.25	17102.25	17059.7	17085.85	0
1630554420000	17088.1	17095.6	17078.65	17095.05	0
1630554480000	17094.15	17108.3	17094.15	17107.15	0
1630554540000	17107.65	17108.4	17100.05	17102.9	0
1630554600000	17102.15	17111.25	17100.4	17111.2	0
1630554660000	17112.05	17112.05	17102.55	17107.45	0
1630554720000	17107.8	17109	17101.2	17101.65	0
1630554780000	17100.05	17106.15	17099.35	17105.7	0
1630554840000	17106.45	17114.95	17106.3	17112.2	0
1630554900000	17111.95	17113.1	17106.6	17111.85	0
1630554960000	17112.15	17113.75	17109.1	17112.25	0
1630555020000	17111.55	17119.2	17110.2	17115.75	0
1630555080000	17117.9	17124.15	17116.15	17123.05	0
1630555140000	17123.1	17127.3	17120.85	17125	0
1630555200000	17124.6	17132.1	17124.6	17127.55	0
1630555260000	17127.75	17132.3	17120.95	17120.95	0
1630555320000	17121.5	17125.05	17118.05	17120.9	0
1630555380000	17120.4	17122.1	17112.45	17118	0
1630555440000	17118.95	17122.15	17113.9	17121.6	0
1630555500000	17122.9	17126.15	17119.7	17123.4	0
1630555560000	17122.6	17122.65	17109.6	17111.45	0
1630555620000	17113.1	17117.3	17111.2	17117.1	0
1630555680000	17116.2	17118.7	17114.8	17117.9	0
1630555740000	17117.55	17120.55	17111.25	17114.75	0
1630555800000	17114.45	17115.4	17109.4	17113.4	0
1630555860000	17112.95	17116.45	17111.5	17112.95	0
1630555920000	17113.1	17116.05	17109.9	17115.85	0
1630555980000	17115.4	17120.25	17114.5	17117.75	0
1630556040000	17117.55	17118.6	17110.35	17112.5	0
1630556100000	17112.9	17117.3	17111.2	17113.5	0
1630556160000	17113.85	17114.8	17100.35	17100.95	0
1630556220000	17101.15	17105.15	17099.8	17100.8	0
1630556280000	17100.25	17107.7	17099.35	17106.15	0
1630556340000	17105.05	17107.45	17101.65	17103.25	0
1630556400000	17103	17108.4	17102.95	17107.5	0
1630556460000	17108.05	17114.85	17107.6	17113.9	0
1630556520000	17113.7	17114.6	17111.85	17114.6	0
1630556580000	17113.8	17118.5	17113.8	17116.95	0
1630556640000	17117.25	17117.7	17114.05	17114.7	0
1630556700000	17115.55	17119.85	17114.05	17119.85	0
1630556760000	17120.25	17125.4	17119.85	17125.35	0
1630556820000	17125.05	17125.05	17120.15	17124.85	0
1630556880000	17125.15	17126.8	17123.25	17123.9	0
1630556940000	17124.15	17124.15	17118.5	17118.5	0
1630557000000	17118.35	17124.65	17117.6	17124.3	0
1630557060000	17123.85	17125.9	17120.1	17121	0
1630557120000	17121.65	17126.5	17120.5	17124.9	0
1630557180000	17126.15	17126.85	17124.55	17124.55	0
1630557240000	17124.6	17127.6	17124.1	17126.1	0
1630557300000	17126.25	17128.95	17126.25	17127.4	0
1630557360000	17128.25	17129.05	17121.35	17121.55	0
1630557420000	17121.65	17121.75	17116.15	17117.65	0
1630557480000	17118	17121.7	17117.3	17119	0
1630557540000	17119.25	17120.9	17118.6	17120.2	0
1630557600000	17120.45	17123.1	17118.75	17119.4	0
1630557660000	17118.4	17124.6	17117.6	17124.3	0
1630557720000	17124.8	17125.65	17120.85	17121.25	0
1630557780000	17121.4	17125	17119.4	17123.35	0
1630557840000	17124.35	17126.15	17123	17125.5	0
1630557900000	17126.45	17127.15	17125.6	17125.85	0
1630557960000	17127	17127.1	17122.4	17126.65	0
1630558020000	17125.7	17128.05	17120.55	17121.55	0
1630558080000	17121.5	17124	17120	17120	0
1630558140000	17120.25	17125.25	17119.1	17124	0
1630558200000	17124.8	17125.1	17115.85	17120.75	0
1630558260000	17121.65	17124	17118.65	17119	0
1630558320000	17118.8	17120.05	17117.85	17118.95	0
1630558380000	17118.3	17119.9	17113.65	17113.65	0
1630558440000	17112.65	17114.55	17111.55	17113.95	0
1630558500000	17114.1	17116.15	17113.35	17113.95	0
1630558560000	17114.1	17115.35	17109.05	17109.6	0
1630558620000	17109.7	17112.75	17108.95	17111.4	0
1630558680000	17111.5	17115.75	17111.25	17112.8	0
1630558740000	17112.15	17115.65	17111.7	17115.65	0
1630558800000	17115.4	17120.2	17115.4	17119.7	0
1630558860000	17119.35	17119.65	17115.6	17118.9	0
1630558920000	17119.2	17120.2	17114.9	17116.35	0
1630558980000	17116.1	17117.5	17113.55	17114.6	0
1630559040000	17114.45	17116.3	17114	17116.3	0
1630559100000	17116.35	17118.5	17114.85	17117.55	0
1630559160000	17117.35	17119.7	17117	17118.85	0
1630559220000	17118.75	17122.25	17118.6	17121.05	0
1630559280000	17120.85	17123.85	17120.15	17123.35	0
1630559340000	17123.3	17126.65	17123.3	17126	0
1630559400000	17125.9	17127.6	17124.85	17126.75	0
1630559460000	17126.3	17129.3	17126.3	17128.35	0
1630559520000	17129.25	17132.55	17128.9	17130.25	0
1630559580000	17130.5	17136.55	17130.25	17136	0
1630559640000	17136.35	17137.15	17133.65	17135.45	0
1630559700000	17135.15	17137.55	17135	17135.7	0
1630559760000	17136.05	17136.5	17130.75	17131.5	0
1630559820000	17132.05	17137.2	17132.05	17136.95	0
1630559880000	17137.15	17138.2	17134.65	17137.45	0
1630559940000	17137.8	17143.05	17137.8	17138.8	0
1630560000000	17139.3	17141	17136	17136.3	0
1630560060000	17136.2	17136.6	17133.05	17134.15	0
1630560120000	17133.2	17136.9	17133.05	17135.2	0
1630560180000	17134.8	17138.45	17134.2	17138.45	0
1630560240000	17138.1	17140.3	17137.7	17139.55	0
1630560300000	17139.2	17140.55	17137.85	17139.15	0
1630560360000	17138.8	17138.8	17135.05	17138.05	0
1630560420000	17137.15	17138.15	17136.1	17137.65	0
1630560480000	17137.75	17141.3	17137.3	17140.7	0
1630560540000	17140.55	17143.35	17140.35	17141.7	0
1630560600000	17141.65	17142.45	17140.2	17141.1	0
1630560660000	17140.85	17146.8	17140.7	17146.1	0
1630560720000	17145.8	17147.3	17137.75	17139.25	0
1630560780000	17138.85	17140.6	17138.35	17138.4	0
1630560840000	17138.45	17138.95	17135.95	17138.25	0
1630560900000	17137.5	17139.15	17136.05	17136.8	0
1630560960000	17136.4	17140.4	17136.3	17140	0
1630561020000	17139.15	17141.8	17138.85	17140.85	0
1630561080000	17140.7	17143	17140.15	17141.35	0
1630561140000	17140.55	17143.6	17140.55	17142.3	0
1630561200000	17142.35	17150.75	17142.35	17149.75	0
1630561260000	17150.25	17150.95	17143.7	17145	0
1630561320000	17145.05	17148.75	17145	17147.65	0
1630561380000	17147.15	17147.15	17144.05	17145.55	0
1630561440000	17145.8	17147.85	17145.7	17146.85	0
1630561500000	17146.7	17150.8	17146.3	17150.8	0
1630561560000	17150.25	17155.15	17150.25	17154.15	0
1630561620000	17153.65	17154.25	17148.85	17149.75	0
1630561680000	17151.15	17155.2	17149.95	17153.85	0
1630561740000	17153.9	17155.6	17151.1	17154.95	0
1630561800000	17154.3	17158.25	17152.9	17156.75	0
1630561860000	17156.35	17157.05	17152.05	17152.85	0
1630561920000	17154.3	17158.7	17153.75	17157.75	0
1630561980000	17158	17159.8	17157.3	17158.65	0
